id,title,description,images,price,category
46,BIGOTTI MENS TIME AND DATE STAINLESS STEEL STRAP WATCH - BG.1.10008-2,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Gun Metal
Strap Color: Steel
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 43*50MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH PATTERN AND UP INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10008-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10008-2_1000x.jpg",140.00,men
47,DANIEL KLEIN MENS SUNGLASSES - DK3188C2,,"https://jubilee.ae/cdn/shop/products/DK3188C2_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3188C2_1600x.jpg",58.50,men
48,DANIEL KLEIN DKLN MENS SILICON STRAP WATCH - DK.1.12504-7,"PRODUCT DETAILS

Case Color: Grey
Dial Color: Blue
Strap Color: Blue
Function: Time and Date
Gender: Men
Case Material: Plastic
Case Size: 42*49.5MM
Strap Material: Silicon
Band Width: 20*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12504-7_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12504-7_1000x.jpg",70.00,men
49,DANIEL KLEIN PREMIUM MENS STAINLESS STEEL STRAP WATCH - DK.1.12488-3,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Gun Metal
Strap Color: Black
Function: Time and Date
Gender: Men
Case Material: Metal
Case Size: 42*48MM
Strap Material: Stainless Steel
Band Width: 20*20MM
Dial Type: MATT DIAL WITH PRINT INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12488-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12488-3_1000x.jpg",133.00,men
50,DANIEL KLEIN D-TIME MENS STAINLESS STEEL STRAP WATCH - DK.1.12496-3,"PRODUCT DETAILS

Case Color: Rose Gold
Dial Color: Digital
Strap Color: Rose Gold
Function: Digital
Gender: Men
Case Material: Metal
Case Size: 43*50.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: TOUCH SCREEN DIAL","https://jubilee.ae/cdn/shop/products/DK.1.12496-3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12496-3_1000x.jpg",98.00,men
51,BIGOTTI MENS TIME AND DATE LEATHER STRAP WATCH - BG.1.10101-5,"PRODUCT DETAILS

Case Color: Gun Metal
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 45*54.3MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH DOT","https://jubilee.ae/cdn/shop/products/BG.1.10101-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10101-5_1200x.jpg",136.00,men
52,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10401-5,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Gun Metal
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 43*52MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10401-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10401-5_1000x.jpg",250.00,men
53,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10305-3,"PRODUCT DETAILS
Case Color: Steel/Black
Dial Color: Green
Strap Color: Steel
Function: Chronograph
Gender: Men
Case Material: Stainless Steel
Case Size: 44*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10305-3_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10305-3_1000x.jpg",330.00,men
54,G-SHOCK GM-5600B-1DR DIGITAL BLACK MEN'S WATCH,"DESCRIPTION
Introducing a new selection of models that adds metal parts to the design of the square-face 5600 Series G-SHOCK with the module no. 3229, the watch that has been revolutionizing personal timekeeping since 1983. These new models use resin for the case interior and stainless steel for the bezel cover, creating a look of elegance while maintaining light weight and a great fit to the wrist. Light-on-dark LCDs further add to the overall chic look of these timepieces.These new 5600 Series watches maintain the original G-SHOCK concept while improving overall timekeeping quality, designs, and comfort.
SPECIFICATIONS
Module No. 3229
Case / bezel material: Resin / Stainless steel
Resin Band
Shock Resistant
Mineral Glass
Black ion plated bezel
200-meter water resistance
Electro-luminescent backlight
Afterglow
Flash alert
Flashes with buzzer that sounds for alarms, hourly time signals
1/100-second stopwatch
Measuring capacity: 00'00""00~59'59""99 (for the first 60 minutes)
1:00'00~23:59'59 (after 60 minutes)
Measuring unit: 1/100 second (for the first 60 minutes)
1 second (after 60 minutes)
Measuring modes: Elapsed time, split time, 1st-2nd place times
Countdown timer
Measuring unit: 1 second
Countdown range: 24 hours
Countdown start time setting range: 1 second to 24 hours (1-second increments, 1-minute increments and 1-hour increments)
Other: Auto-repeat
Multi-function alarm
Hourly time signal
Full auto-calendar (to year 2039)
12/24-hour format
Regular timekeeping: Hour, minute, second, pm, month, date, day
Accuracy: ±15 seconds per month
Approx. battery life: 2 years on CR2016
SIZE OF CASE / TOTAL WEIGHT
Size of case : 49.6×43.2×12.9mm
Total weight : 73g
What's included in the set:
G-Shock watch, User's Manual, Gift Box, Warranty  ","https://jubilee.ae/cdn/shop/products/g-shock-gm-5600b-1dr-digital-black-mens-watch_827_200x.jpg, https://jubilee.ae/cdn/shop/products/g-shock-gm-5600b-1dr-digital-black-mens-watch_827_400x.jpg",865.00,men
55,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10272-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*53MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10272-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10272-1_1000x.jpg",220.00,men
56,BIGOTTI MENS TIME AND DATE STAINLESS STEEL STRAP WATCH - BG.1.10181-3,"PRODUCT DETAILS

Case Color: Steel/Rose Gold
Dial Color: Grey
Strap Color: Steel/Rose Gold
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 45.0*54.3MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10181-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_1000x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10181-3_1200x.jpg",168.00,men
57,DANIEL KLEIN MENS SUNGLASSES - DK3222C3,,"https://jubilee.ae/cdn/shop/products/DK3222C3_200x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_400x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_600x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_700x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_800x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_900x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_1000x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_1200x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_1400x.png, https://jubilee.ae/cdn/shop/products/DK3222C3_1600x.png",78.00,men
58,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10312-2,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Gun Metal
Strap Color: Steel
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 43*51MM
Strap Material: Stainless Steel
Band Width: 22*18MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10312-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10312-2_1000x.jpg",210.00,men
59,DANIEL KLEIN MEN STEEL/BLUE BRACELET - DKJ.6.2107-2,,"https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.6.2107-2_1600x.jpg",100.00,men
60,BIGOTTI MILANO MENS SILICON STRAP WATCH - BG.1.10399-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Gun Metal
Strap Color: Black
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*54MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10399-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10399-1_1000x.jpg",230.00,men
61,DANIEL KLEIN MEN BLACK/ROSE GOLD BRACELET - DKJ.4.2099-4,,"https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_600x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_700x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_800x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_900x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_1000x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_1200x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_1400x.jpg, https://jubilee.ae/cdn/shop/products/DKJ.4.2099-4_1600x.jpg",75.00,men
62,BIGOTTI NAPOLI MENS STAINLESS STEEL STRAP WATCH - BG.1.10412-5,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Dark Brown
Strap Color: Steel/Rose Gold
Function: Time and Date
Gender: Men
Case Material: Brass
Case Size: 42*51MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10412-5_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10412-5_1000x.jpg",230.00,men
63,DANIEL KLEIN MENS SUNGLASSES - DK3152C3,,"https://jubilee.ae/cdn/shop/products/DK3152C3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3152C3_1600x.jpg",68.25,men
64,BIGOTTI MILANO MENS LEATHER STRAP WATCH - BG.1.10390-2,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Green
Strap Color: Green
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 44*53MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10390-2_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10390-2_1000x.jpg",220.00,men
65,BIGOTTI MILANO MENS SILICON STRAP WATCH - BG.1.10288-4,"PRODUCT DETAILS
Case Color: Gun Metal
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 46*54.5MM
Strap Material: Silicon
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10288-4_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10288-4_1000x.jpg",220.00,men
66,DANIEL KLEIN EXCLUSIVE MENS STAINLESS STEEL STRAP WATCH - DK.1.12516-1,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Dark Blue
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Metal
Case Size: 42*47.5MM
Strap Material: Stainless Steel
Band Width: 20*18MM
Dial Type: MATT DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/DK.1.12516-1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK.1.12516-1_1000x.jpg",112.00,men
67,SERGIO TACCHINI ARCHIVIO MENS STAINLESS STEEL STRAP WATCH - ST.1.10308-4,"PRODUCT DETAILS
Case Color: Steel/Rose Gold
Dial Color: Silver
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Stainless Steel
Case Size: 45*52.5MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/ST.1.10308-4_200x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_400x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_600x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_700x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_800x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_900x.jpg, https://jubilee.ae/cdn/shop/products/ST.1.10308-4_1000x.jpg",320.00,men
68,DANIEL KLEIN MENS SUNGLASSES - DK3170C3,,"https://jubilee.ae/cdn/shop/products/DK3170C3_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3170C3_1600x.jpg",48.75,men
69,G-SHOCK MENS CASIOAK BLUE WHITE PORCELAIN SERIES WATCH - GA-2100BWP-2ADR,"With the delicate beauty of blue and white Chinese porcelain steeled by absolute G-SHOCK toughness.
The dial and band feature blue and white motifs celebrating familiar ceramic patterns, while the engraving on the case back evokes the Chinese dragon in motion.
Basic Information
CASE SIZE (L× W× H)
48.5 × 45.4 × 11.8 mm
WEIGHT
57 g
CASE AND BEZEL MATERIAL
Case / bezel material: Carbon / Resin
BAND
Resin Band
CONSTRUCTION
Shock Resistant
Carbon Core Guard structure
WATER RESISTANCE
200-meter water resistance
POWER SUPPLY AND BATTERY LIFE
Approx. battery life: 3 years on SR726W X 2
Exterior
GLASS
Mineral Glass
OTHER
Neobrite
Watch Features
WORLD TIME
World time 31 time zones (48 cities + coordinated universal time), daylight saving on/off
STOPWATCH
1/100-second stopwatch Measuring capacity: 00'00''00~59'59''99 (for the first 60 minutes) 1:00'00~23:59'59 (after 60 minutes) Measuring unit: 1/100 second (for the first 60 minutes) 1 second (after 60 minutes) Measuring modes: Elapsed time, split time, 1st-2nd place times
TIMER
Countdown timer Measuring unit: 1 second Countdown range: 24 hours Countdown start time setting range: 1 second to 24 hours (1-second increments, 1-minute increments and 1-hour increments)
ALARM/HOURLY TIME SIGNAL
5 daily alarms
Hourly time signal
LIGHT
Double LED light LED light for the face (Super illuminator, selectable illumination duration (1.5 seconds or 3 seconds), afterglow) LED backlight for the digital display (Super illuminator, selectable illumination duration (1.5 seconds or 3 seconds), afterglow)
LIGHT COLOR
LED:White
CALENDAR
Full auto-calendar (to year 2099)
MUTE FEATURE
Button operation tone on/off
ACCURACY
Accuracy: ±15 seconds per month
OTHER FEATURES
12/24-hour format
Hand shift feature (Hands move out of the way to provide an unobstructed view of digital display contents.)
Regular timekeeping: Analog: 2 hands (hour, minute (hand moves every 20 seconds)), 1 dial (day) Digital: Hour, minute, second, pm, month, date","https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_200x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_400x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_600x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_700x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_800x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_900x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_1000x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_1200x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_1400x.png, https://jubilee.ae/cdn/shop/products/GA-2100BWP-2A_01_1600x.png",595.00,men
70,BIGOTTI MENS MULTIFUNCTION LEATHER STRAP WATCH - BG.1.10066-3,"PRODUCT DETAILS

Case Color: Steel
Dial Color: Dark Blue
Strap Color: Dark Blue
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 44*52.5MM
Strap Material: Leather
Band Width: 22*20MM
Dial Type: EMBOSS DIAL WITH EYES AND REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10066-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10066-3_1000x.jpg",154.00,men
71,BIGOTTI MENS MULTIFUNCTION STAINLESS STEEL STRAP WATCH - BG.1.10059-6,"PRODUCT DETAILS

Case Color: Gun Metal
Dial Color: Dark Blue
Strap Color: Gun Metal
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*55MM
Strap Material: Stainless Steel
Band Width: 24*22MM
Dial Type: EMBOSS DIAL WITH PATTERN AND EYES","https://jubilee.ae/cdn/shop/products/BG.1.10059-6_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10059-6_1000x.jpg",189.00,men
72,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10415-3,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Blue
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 43*49MM
Strap Material: Stainless Steel
Band Width: 24*20MM
Dial Type: SUNRAY BRUSH DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10415-3_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10415-3_1000x.jpg",240.00,men
73,DANIEL KLEIN MENS SUNGLASSES - DK3164C1,,"https://jubilee.ae/cdn/shop/products/DK3164C1_200x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_400x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_600x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_700x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_800x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_900x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_1000x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_1200x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_1400x.jpg, https://jubilee.ae/cdn/shop/products/DK3164C1_1600x.jpg",87.75,men
74,BIGOTTI MILANO MENS STAINLESS STEEL STRAP WATCH - BG.1.10245-1,"PRODUCT DETAILS
Case Color: Steel
Dial Color: Dark Blue
Strap Color: Steel
Function: Multifunction
Gender: Men
Case Material: Brass
Case Size: 45*54.2MM
Strap Material: Stainless Steel
Band Width: 22*20MM
Dial Type: SUNRAY DIAL WITH REAL INDEX","https://jubilee.ae/cdn/shop/products/BG.1.10245-1_200x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_400x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_600x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_700x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_800x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_900x.jpg, https://jubilee.ae/cdn/shop/products/BG.1.10245-1_1000x.jpg",230.00,men
